Target Name,RA (J2000.0),Dec. (J2000.0),Proposal ID,Start Date,Sequence Number,Instrument,Filter,Int. Time,Obs. Type,Intent,Obs. ID,DOWNLOADABLE
oCeti,34.84348129,-2.964777856,JCMTCAL,56984.45703,33,SCUBA-2,SCUBA-2-850um,190,pointing,science,scuba2_00033_20141123T105732,caom:JCMT/scuba2_00033_20141123T105732/raw-850um
oCeti,34.83875278,-2.966583426,JCMTCAL,56992.31981,22,SCUBA-2,SCUBA-2-850um,186,pointing,science,scuba2_00022_20141201T073921,caom:JCMT/scuba2_00022_20141201T073921/raw-850um
oCeti,34.84306407,-2.964916741,JCMTCAL,56992.38308,28,SCUBA-2,SCUBA-2-850um,189,pointing,science,scuba2_00028_20141201T091052,caom:JCMT/scuba2_00028_20141201T091052/raw-850um
oCeti,34.84348129,-2.964777856,JCMTCAL,57004.38459,29,SCUBA-2,SCUBA-2-850um,352,pointing,science,scuba2_00029_20141213T091330,caom:JCMT/scuba2_00029_20141213T091330/raw-850um
oCeti,34.83777926,-2.970333389,JCMTCAL,57004.24681,14,SCUBA-2,SCUBA-2-850um,355,pointing,science,scuba2_00014_20141213T055511,caom:JCMT/scuba2_00014_20141213T055511/raw-850um
oCeti,34.84264684,-2.962833413,JCMTCAL,57005.42363,33,SCUBA-2,SCUBA-2-850um,353,pointing,science,scuba2_00033_20141214T100944,caom:JCMT/scuba2_00033_20141214T100944/raw-850um
oCeti,34.83986538,-2.970333389,JCMTCAL,57005.239,14,SCUBA-2,SCUBA-2-850um,435,pointing,science,scuba2_00014_20141214T054311,caom:JCMT/scuba2_00014_20141214T054311/raw-850um
oCeti,34.84334222,-2.964638968,JCMTCAL,57009.3988,36,SCUBA-2,SCUBA-2-850um,312,pointing,science,scuba2_00036_20141218T093342,caom:JCMT/scuba2_00036_20141218T093342/raw-850um
oCeti,34.84348129,-2.964638968,JCMTCAL,57013.38324,30,SCUBA-2,SCUBA-2-850um,231,pointing,science,scuba2_00030_20141222T091140,caom:JCMT/scuba2_00030_20141222T091140/raw-850um
oCeti,34.84014354,-2.971444485,JCMTCAL,57013.20248,12,SCUBA-2,SCUBA-2-850um,232,pointing,science,scuba2_00012_20141222T045047,caom:JCMT/scuba2_00012_20141222T045047/raw-850um
oCeti,34.84362037,-2.964777855,JCMTCAL,57008.37455,38,SCUBA-2,SCUBA-2-850um,436,pointing,science,scuba2_00038_20141217T085845,caom:JCMT/scuba2_00038_20141217T085845/raw-850um
oCeti,34.83986538,-2.96922229,JCMTCAL,56907.52319,50,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00050_20140907T123310,caom:JCMT/scuba2_00050_20140907T123310/raw-850um
oCeti,34.84292499,-2.962555639,JCMTCAL,57006.38293,9,SCUBA-2,SCUBA-2-850um,435,pointing,science,scuba2_00009_20141215T091049,caom:JCMT/scuba2_00009_20141215T091049/raw-850um
oCeti,34.84097796,-2.966027859,JCMTCAL,56887.61568,48,SCUBA-2,SCUBA-2-850um,188,pointing,science,scuba2_00048_20140818T144529,caom:JCMT/scuba2_00048_20140818T144529/raw-850um
oCeti,34.84181244,-2.973805577,JCMTCAL,56958.27559,20,SCUBA-2,SCUBA-2-850um,187,pointing,science,scuba2_00020_20141028T063609,caom:JCMT/scuba2_00020_20141028T063609/raw-850um
