Source,Wavelength,Obs_ID,UT_Date,MJD,Obs_Time
IRC+10216,850,scuba2_00019_20160420T070157,20160420,57498.2937474,2016-04-20T07:02:59.774
IRC+10216,850,scuba2_00010_20160421T045153,20160421,57499.2050851,2016-04-21T04:55:19.350
IRC+10216,850,scuba2_00020_20160421T065230,20160421,57499.2874998,2016-04-21T06:53:59.979
IRC+10216,850,scuba2_00012_20160422T053735,20160422,57500.2360238,2016-04-22T05:39:52.460
IRC+10216,850,scuba2_00016_20160422T064953,20160422,57500.2853598,2016-04-22T06:50:55.084
IRC+10216,850,scuba2_00021_20160428T062658,20160428,57506.2703668,2016-04-28T06:29:19.693
IRC+10216,850,scuba2_00024_20160428T071930,20160428,57506.3058341,2016-04-28T07:20:24.068
IRC+10216,850,Scuba2_00009_20160428T042222,20160428,57506.1846034,2016-04-28T04:25:49.733
IRC+10216,850,scuba2_00020_20160503T061700,20160503,57511.2641069,2016-05-03T06:20:18.837
IRC+10216,850,Scuba2_00008_20160503T040249,20160503,57511.1710216,2016-05-03T04:06:16.268
IRC+10216,850,scuba2_00017_20160505T055813,20160505,57513.2501614,2016-05-05T06:00:13.948
IRC+10216,850,scuba2_00025_20160505T070628,20160505,57513.2967836,2016-05-05T07:07:22.105
IRC+10216,850,scuba2_00019_20160508T061939,20160508,57516.2653211,2016-05-08T06:22:03.743
IRC+10216,850,scuba2_00024_20160508T071812,20160508,57516.3048901,2016-05-08T07:19:02.507
IRC+10216,850,scuba2_00014_20160510T054915,20160510,57518.2447468,2016-05-10T05:52:26.125
IRC+10216,850,scuba2_00013_20160511T050342,20160511,57519.2125582,2016-05-11T05:06:05.026
IRC+10216,850,scuba2_00019_20160511T054112,20160511,57519.2379895,2016-05-11T05:42:42.293
IRC+10216,850,scuba2_00026_20160511T072053,20160511,57519.3085229,2016-05-11T07:24:16.381
IRC+10216,850,scuba2_00017_20160522T055718,20160522,57530.2504249,2016-05-22T06:00:36.710
IRC+10216,850,scuba2_00012_20160523T045343,20160523,57531.2062336,2016-05-23T04:56:58.580
IRC+10216,850,scuba2_00018_20160523T060135,20160523,57531.2534131,2016-05-23T06:04:54.896
IRC+10216,850,scuba2_00013_20160524T055119,20160524,57532.2463112,2016-05-24T05:54:41.287
IRC+10216,850,scuba2_00019_20160524T065920,20160524,57532.2935767,2016-05-24T07:02:45.024
IRC+10216,850,scuba2_00011_20160528T054819,20160528,57536.2441295,2016-05-28T05:51:32.784
IRC+10216,850,scuba2_00014_20160528T064206,20160528,57536.2798322,2016-05-28T06:42:57.506
IRC+10216,850,scuba2_00015_20160529T052902,20160529,57537.2308642,2016-05-29T05:32:26.668
IRC+10216,850,scuba2_00019_20160529T062541,20160529,57537.2684484,2016-05-29T06:26:33.939
IRC+10216,850,scuba2_00024_20160529T071910,20160529,57537.3053009,2016-05-29T07:19:37.994
IRC+10216,850,scuba2_00014_20160531T053026,20160531,57539.2318463,2016-05-31T05:33:51.523
IRC+10216,850,scuba2_00017_20160531T062303,20160531,57539.2666397,2016-05-31T06:23:57.667
IRC+10216,850,scuba2_00022_20160531T071923,20160531,57539.3054504,2016-05-31T07:19:50.917
IRC+10216,850,scuba2_00011_20160604T043521,20160604,57543.1933885,2016-06-04T04:38:28.771
IRC+10216,850,scuba2_00014_20160604T053151,20160604,57543.2310913,2016-06-04T05:32:46.289
IRC+10216,850,scuba2_00010_20160607T045911,20160607,57546.2099092,2016-06-07T05:02:16.158
IRC+10216,850,Scuba2_00007_20160607T044101,20160607,57546.1954836,2016-06-07T04:41:29.786
IRC+10216,850,scuba2_00096_20161122T140010,20161122,57714.5860189,2016-11-22T14:03:52.029
IRC+10216,850,scuba2_00047_20161127T180136,20161127,57719.7533439,2016-11-27T18:04:48.914
IRC+10216,850,scuba2_00050_20161127T185359,20161127,57719.788076,2016-11-27T18:54:49.770
IRC+10216,850,scuba2_00020_20170223T063538,20170223,57807.2752809,2017-02-23T06:36:24.269
IRC+10216,850,scuba2_00024_20170223T074514,20170223,57807.3236525,2017-02-23T07:46:03.580
IRC+10216,850,scuba2_00020_20170224T061713,20170224,57808.2647545,2017-02-24T06:21:14.791
IRC+10216,850,scuba2_00024_20170224T073206,20170224,57808.3145294,2017-02-24T07:32:55.344
IRC+10216,850,scuba2_00048_20170224T125641,20170224,57808.5399643,2017-02-24T12:57:32.918
IRC+10216,850,scuba2_00026_20170225T103521,20170225,57809.4423323,2017-02-25T10:36:57.514
IRC+10216,850,scuba2_00031_20170225T113205,20170225,57809.4812852,2017-02-25T11:33:03.039
IRC+10216,850,scuba2_00034_20170225T122150,20170225,57809.515784,2017-02-25T12:22:43.735
IRC+10216,850,Scuba2_00008_20170225T071846,20170225,57809.3073053,2017-02-25T07:22:31.176
IRC+10216,850,Scuba2_00008_20170312T054106,20170312,57824.2395773,2017-03-12T05:44:59.481
IRC+10216,850,scuba2_00020_20170320T060921,20170320,57832.2590004,2017-03-20T06:12:57.637
IRC+10216,850,scuba2_00010_20170321T051526,20170321,57833.221732,2017-03-21T05:19:17.644
IRC+10216,850,scuba2_00037_20170321T112250,20170321,57833.4747705,2017-03-21T11:23:40.171
IRC+10216,850,scuba2_00015_20170323T045118,20170323,57835.2041192,2017-03-23T04:53:55.899
IRC+10216,850,scuba2_00010_20170324T045804,20170324,57836.2096915,2017-03-24T05:01:57.343
IRC+10216,850,scuba2_00018_20170324T065021,20170324,57836.2855961,2017-03-24T06:51:15.499
IRC+10216,850,scuba2_00020_20170324T070054,20170324,57836.2928894,2017-03-24T07:01:45.647
IRC+10216,850,scuba2_00013_20170325T055050,20170325,57837.2441913,2017-03-25T05:51:38.131
IRC+10216,850,scuba2_00013_20170328T052106,20170328,57840.225308,2017-03-28T05:24:26.609
IRC+10216,850,scuba2_00022_20170328T072612,20170328,57840.3101932,2017-03-28T07:26:40.692
IRC+10216,850,scuba2_00014_20170408T051524,20170408,57851.2193625,2017-04-08T05:15:52.921
IRC+10216,850,Scuba2_00009_20170408T041358,20170408,57851.1790368,2017-04-08T04:17:48.783
IRC+10216,850,Scuba2_00009_20170417T043107,20170417,57860.1908148,2017-04-17T04:34:46.400
IRC+10216,850,Scuba2_00009_20170418T043219,20170418,57861.1916512,2017-04-18T04:35:58.665
IRC+10216,850,Scuba2_00008_20170419T043132,20170419,57862.1911011,2017-04-19T04:35:11.135
IRC+10216,850,scuba2_00012_20170427T072552,20170427,57870.3103459,2017-04-27T07:26:53.890
IRC+10216,850,scuba2_00010_20170428T072519,20170428,57871.309945,2017-04-28T07:26:19.246
IRC+10216,850,scuba2_00019_20170429T070627,20170429,57872.2984523,2017-04-29T07:09:46.281
IRC+10216,850,scuba2_00021_20170504T070409,20170504,57877.2969107,2017-05-04T07:07:33.081
IRC+10216,850,scuba2_00013_20170505T060039,20170505,57878.2520888,2017-05-05T06:03:00.469
IRC+10216,850,scuba2_00017_20170506T065449,20170506,57879.2904066,2017-05-06T06:58:11.131
IRC+10216,850,Scuba2_00008_20170506T043832,20170506,57879.1956377,2017-05-06T04:41:43.099
IRC+10216,850,scuba2_00024_20170507T075407,20170507,57880.3318317,2017-05-07T07:57:50.258
IRC+10216,850,scuba2_00022_20170512T063128,20170512,57885.2742217,2017-05-12T06:34:52.758
IRC+10216,850,scuba2_00025_20170512T072523,20170512,57885.3099101,2017-05-12T07:26:16.235
IRC+10216,850,scuba2_00022_20170513T065914,20170513,57886.2935317,2017-05-13T07:02:41.143
IRC+10216,850,scuba2_00011_20170514T071441,20170514,57887.3024586,2017-05-14T07:15:32.422
IRC+10216,850,Scuba2_00008_20170514T061527,20170514,57887.2610649,2017-05-14T06:15:56.010
IRC+10216,850,scuba2_00015_20170517T055810,20170517,57890.2490454,2017-05-17T05:58:37.526
IRC+10216,850,scuba2_00020_20170517T071334,20170517,57890.3014126,2017-05-17T07:14:02.052
IRC+10216,850,scuba2_00013_20170518T054236,20170518,57891.239357,2017-05-18T05:44:40.445
IRC+10216,850,scuba2_00019_20170518T064202,20170518,57891.2815911,2017-05-18T06:45:29.472
IRC+10216,850,scuba2_00011_20170519T051722,20170519,57892.2211781,2017-05-19T05:18:29.787
IRC+10216,850,scuba2_00020_20170519T071340,20170519,57892.3035992,2017-05-19T07:17:10.967
IRC+10216,850,Scuba2_00008_20170519T042415,20170519,57892.1849886,2017-05-19T04:26:23.018
IRC+10216,850,scuba2_00015_20170524T060001,20170524,57897.2523941,2017-05-24T06:03:26.854
IRC+10216,850,scuba2_00015_20170525T052832,20170525,57898.2304943,2017-05-25T05:31:54.708
IRC+10216,850,scuba2_00015_20170526T055025,20170526,57899.2457203,2017-05-26T05:53:50.235
IRC+10216,850,Scuba2_00008_20170526T042808,20170526,57899.1865226,2017-05-26T04:28:35.556
IRC+10216,850,scuba2_00013_20170527T055633,20170527,57900.249996,2017-05-27T05:59:59.650
IRC+10216,850,scuba2_00015_20170602T042620,20170602,57906.185752,2017-06-02T04:27:28.969
IRC+10216,850,scuba2_00021_20170602T052337,20170602,57906.2269629,2017-06-02T05:26:49.598
IRC+10216,850,scuba2_00024_20170602T061753,20170602,57906.2630011,2017-06-02T06:18:43.294
IRC+10216,850,scuba2_00015_20170603T055151,20170603,57907.2467427,2017-06-03T05:55:18.573
IRC+10216,850,scuba2_00017_20170605T055412,20170605,57909.2483739,2017-06-05T05:57:39.508
IRC+10216,850,scuba2_00011_20170607T044218,20170607,57911.196737,2017-06-07T04:43:18.077
IRC+10216,850,scuba2_00018_20170607T055614,20170607,57911.2476659,2017-06-07T05:56:38.338
IRC+10216,850,Scuba2_00008_20170609T061320,20170609,57913.2616806,2017-06-09T06:16:49.207
